ensg	length	n_trypsin	n_lysc	n_gluc	n_gluc_de	n_chymotrypsin	n_aspn
ENSG00000174145	1742	91	54	67	84	91	45
ENSG00000128833	1742	99	77	80	90	72	48
ENSG00000102452	1738	61	36	42	76	83	37
ENSG00000060749	1735	61	41	43	69	46	39
ENSG00000143776	1732	85	63	76	92	51	52
ENSG00000083067	1732	89	48	55	87	72	41
ENSG00000197893	1730	120	85	68	108	97	61
ENSG00000109111	1726	78	47	77	75	77	58
ENSG00000102699	1724	78	50	63	82	68	45
ENSG00000133640	1722	81	66	74	82	50	43
ENSG00000116991	1722	79	42	63	91	61	53
ENSG00000054219	1722	80	54	61	95	108	55
ENSG00000205726	1721	74	62	59	77	54	38
ENSG00000049323	1721	69	42	56	69	58	29
ENSG00000068654	1720	93	47	63	86	59	39
ENSG00000198718	1720	79	51	61	86	54	35
ENSG00000116731	1718	74	63	54	69	34	40
ENSG00000081913	1717	80	27	47	79	35	36
ENSG00000061987	1717	78	39	63	91	55	35
ENSG00000137628	1712	90	65	70	90	79	46
ENSG00000134871	1712	79	48	22	73	34	46
ENSG00000198752	1711	79	54	74	91	51	51
ENSG00000107890	1710	91	76	95	98	28	50
ENSG00000103995	1710	95	88	92	94	43	36
ENSG00000153922	1710	85	83	64	77	55	58
ENSG00000250423	1709	86	58	58	71	47	30
ENSG00000088827	1709	62	8	45	84	44	33
ENSG00000164327	1708	89	56	52	85	57	47
ENSG00000099381	1707	62	35	68	87	46	37
ENSG00000114127	1706	75	52	59	77	77	26
ENSG00000181381	1706	91	67	64	90	82	43
ENSG00000136383	1705	73	43	70	90	35	25
ENSG00000214944	1705	68	33	77	90	45	37
ENSG00000167972	1704	76	33	49	69	73	32
ENSG00000047365	1704	87	77	71	102	66	60
ENSG00000146426	1701	82	62	61	90	59	58
ENSG00000176681	1700	52	44	75	94	35	25
ENSG00000153820	1700	87	41	75	101	33	50
ENSG00000238083	1700	53	44	74	94	36	27
ENSG00000044090	1698	77	19	60	86	50	42
ENSG00000198399	1697	80	65	60	75	65	30
ENSG00000114805	1693	78	57	56	87	64	45
ENSG00000079841	1692	83	41	54	86	32	43
ENSG00000173769	1692	92	79	81	87	58	33
ENSG00000156218	1691	83	40	50	86	56	34
ENSG00000163939	1689	84	63	57	81	69	56
ENSG00000124782	1687	72	53	48	74	30	44
ENSG00000115568	1687	66	40	62	95	53	28
ENSG00000011405	1686	95	60	55	82	71	47
ENSG00000136378	1686	53	8	55	81	44	41
ENSG00000101605	1685	98	71	79	103	75	50
ENSG00000166348	1684	83	40	48	89	62	47
ENSG00000135968	1684	104	95	105	100	23	34
ENSG00000146414	1683	87	55	75	93	56	41
ENSG00000136153	1683	97	73	66	90	69	53
ENSG00000136546	1682	67	55	33	57	72	26
ENSG00000124203	1677	70	33	58	90	23	37
ENSG00000106804	1676	82	64	62	97	83	47
ENSG00000141367	1675	88	47	68	92	82	47
ENSG00000185038	1674	85	53	69	83	56	33
ENSG00000139116	1674	69	60	64	90	25	44
ENSG00000171735	1673	47	30	54	78	53	24
ENSG00000273136	1673	71	43	78	84	48	62
ENSG00000169031	1670	70	41	28	67	14	26
ENSG00000163946	1670	91	63	82	101	61	43
ENSG00000187498	1669	75	55	39	76	16	28
ENSG00000123200	1668	67	53	73	52	19	53
ENSG00000118492	1667	86	70	70	84	64	39
ENSG00000148840	1664	57	25	56	73	21	41
ENSG00000125730	1663	95	60	62	89	67	53
ENSG00000129646	1663	71	28	45	90	26	70
ENSG00000077063	1663	86	55	50	73	36	42
ENSG00000124126	1659	83	52	69	86	58	43
ENSG00000005108	1657	74	40	59	85	42	33
ENSG00000003393	1657	72	34	63	90	65	36
ENSG00000140575	1657	81	59	62	87	58	63
ENSG00000180900	1655	73	14	73	88	26	40
ENSG00000226321	1653	105	28	94	98	5	28
ENSG00000169855	1651	66	35	51	96	59	55
ENSG00000011451	1651	76	27	70	80	41	27
ENSG00000188158	1651	74	39	56	77	32	46
ENSG00000070047	1649	60	21	64	71	22	36
ENSG00000128829	1649	79	57	59	87	67	42
ENSG00000118193	1648	97	74	77	102	48	34
ENSG00000110514	1647	74	32	65	90	54	47
ENSG00000127616	1647	62	50	55	66	44	31
ENSG00000134744	1644	87	61	55	73	38	43
ENSG00000021645	1643	71	35	43	100	66	75
ENSG00000132510	1643	65	29	40	62	45	19
ENSG00000154265	1642	60	49	40	59	73	28
ENSG00000179832	1641	85	28	60	86	48	35
ENSG00000070371	1640	91	48	72	96	77	48
ENSG00000183246	1639	72	26	61	85	42	37
ENSG00000274600	1639	72	26	61	85	42	35
ENSG00000275793	1639	72	27	61	86	41	37
ENSG00000116852	1637	73	55	65	91	33	44
ENSG00000076201	1636	67	32	50	74	48	37
ENSG00000133056	1634	83	45	41	93	70	51
ENSG00000176809	1634	48	41	75	91	34	23
ENSG00000183856	1631	90	43	58	81	50	40
ENSG00000182752	1627	60	22	48	86	67	57
ENSG00000153404	1627	81	19	59	93	34	42
ENSG00000077097	1626	87	74	70	90	69	52
ENSG00000169436	1626	77	38	48	85	23	40
ENSG00000154258	1624	66	37	47	72	75	34
ENSG00000090006	1624	68	6	56	68	56	37
ENSG00000132972	1623	72	61	82	98	66	63
ENSG00000179698	1622	74	11	31	64	52	27
ENSG00000059588	1621	83	40	57	80	65	40
ENSG00000141338	1621	63	40	49	67	67	34
ENSG00000132688	1621	87	37	79	73	26	34
ENSG00000048342	1620	66	42	66	88	74	38
ENSG00000171094	1620	67	26	48	85	61	28
ENSG00000047578	1618	73	44	71	96	50	64
ENSG00000130816	1616	76	50	65	86	59	53
ENSG00000146950	1616	90	37	71	99	26	58
ENSG00000095777	1616	85	73	72	95	61	32
ENSG00000162337	1615	73	18	38	88	45	77
ENSG00000070018	1613	74	22	52	84	53	75
ENSG00000135540	1610	58	25	45	76	31	43
ENSG00000143199	1610	91	60	58	89	78	34
ENSG00000135862	1609	68	40	67	82	44	51
ENSG00000121210	1609	69	38	48	72	72	36
ENSG00000085511	1608	86	54	63	92	59	46
ENSG00000046889	1606	75	55	56	82	66	46
ENSG00000002746	1606	63	27	61	83	60	42
ENSG00000144229	1606	73	37	64	83	42	33
ENSG00000170832	1604	73	42	60	79	72	49
ENSG00000126705	1603	69	29	37	70	49	35
ENSG00000100150	1603	70	30	56	85	68	41
ENSG00000134160	1603	81	50	49	72	56	39
ENSG00000130559	1602	85	61	69	79	34	47
ENSG00000158987	1601	78	57	57	78	54	51
ENSG00000114867	1599	64	43	66	75	32	31
ENSG00000050327	1597	76	23	66	80	41	30
ENSG00000152217	1596	67	56	46	68	33	36
ENSG00000151388	1594	77	41	57	77	58	28
ENSG00000023287	1594	85	65	86	87	39	46
ENSG00000125676	1593	73	61	54	77	58	52
ENSG00000156299	1591	77	49	58	77	48	52
ENSG00000198722	1591	82	51	61	90	67	62
ENSG00000146530	1590	65	37	52	88	67	47
ENSG00000080503	1590	59	47	57	62	46	31
ENSG00000205413	1589	74	68	79	88	76	50
ENSG00000099814	1589	84	22	61	84	30	38
ENSG00000198300	1588	77	47	91	94	67	38
ENSG00000074047	1586	41	18	30	60	31	27
ENSG00000171495	1585	90	40	57	86	65	37
ENSG00000075151	1585	82	54	54	66	40	56
ENSG00000142609	1584	67	54	57	80	60	40
ENSG00000177409	1584	83	80	74	83	81	45
ENSG00000143702	1584	85	52	64	85	27	51
ENSG00000123572	1582	75	44	59	73	54	32
ENSG00000125686	1581	72	54	28	62	31	43
ENSG00000006071	1581	66	33	30	52	62	29
ENSG00000106571	1580	56	21	37	71	38	34
ENSG00000070601	1578	79	40	67	92	47	44
ENSG00000107554	1577	79	32	69	77	55	45
ENSG00000066084	1576	73	36	41	82	40	38
ENSG00000214929	1576	79	48	51	78	46	33
ENSG00000050555	1575	66	19	46	84	44	40
ENSG00000145703	1575	82	67	71	85	52	53
ENSG00000179954	1573	61	8	40	77	31	37
ENSG00000159082	1573	84	48	46	80	63	36
ENSG00000138411	1572	61	21	66	88	61	48
ENSG00000160305	1571	74	36	40	81	41	41
ENSG00000105613	1570	71	28	56	72	46	34
ENSG00000142599	1566	50	23	43	60	32	38
ENSG00000182253	1565	84	35	79	78	42	41
ENSG00000198677	1564	78	66	57	81	70	43
ENSG00000215041	1562	56	15	52	80	52	43
ENSG00000136274	1562	29	10	60	94	13	52
ENSG00000182150	1561	86	80	69	89	54	54
ENSG00000063169	1560	38	20	32	45	19	16
ENSG00000151240	1556	68	26	45	84	41	42
ENSG00000198604	1556	67	50	57	65	41	44
ENSG00000136731	1555	71	44	53	75	75	47
ENSG00000171219	1551	69	22	63	85	41	31
ENSG00000137857	1551	82	23	48	80	79	38
ENSG00000069431	1549	65	33	32	49	71	28
ENSG00000146463	1548	71	57	46	62	61	38
ENSG00000023839	1545	59	33	34	55	61	24
ENSG00000196914	1544	71	49	68	93	35	63
ENSG00000117139	1544	76	44	57	86	53	42
ENSG00000120318	1544	66	22	51	80	53	36
ENSG00000154263	1543	63	47	52	65	63	24
ENSG00000130338	1543	52	15	41	72	48	33
ENSG00000162591	1541	51	2	34	68	49	28
ENSG00000039319	1539	57	49	67	86	40	56
ENSG00000074054	1538	91	53	47	67	38	43
ENSG00000104885	1537	72	51	47	67	32	31
ENSG00000100578	1533	63	51	60	90	27	51
ENSG00000162688	1532	88	48	59	90	84	40
ENSG00000103222	1531	73	30	35	56	64	34
ENSG00000102908	1531	31	25	43	69	40	26
ENSG00000131747	1531	79	70	69	88	62	45
ENSG00000178965	1530	74	55	69	65	28	37
ENSG00000145147	1529	69	40	43	79	71	45
ENSG00000164741	1528	77	46	57	74	39	47
ENSG00000108846	1527	61	27	32	45	63	28
ENSG00000154309	1524	59	34	31	57	71	27
ENSG00000135763	1524	66	28	47	72	61	30
ENSG00000184347	1523	69	38	41	71	58	44
ENSG00000173442	1523	66	24	70	80	21	28
ENSG00000132694	1522	69	31	76	90	26	52
ENSG00000163781	1522	76	52	68	85	58	37
ENSG00000165801	1519	66	12	60	83	35	21
ENSG00000075702	1518	65	29	39	85	55	52
ENSG00000102595	1516	86	57	47	74	81	51
ENSG00000050030	1516	65	57	68	83	50	48
ENSG00000198853	1516	48	13	38	73	38	31
ENSG00000082269	1515	63	38	49	78	52	45
ENSG00000125386	1515	57	32	56	65	27	34
ENSG00000137802	1514	65	26	41	81	42	48
ENSG00000095015	1512	65	35	48	73	39	27
ENSG00000136628	1512	75	58	74	88	59	42
ENSG00000065883	1512	62	49	46	68	40	32
ENSG00000168916	1512	51	49	39	59	18	35
ENSG00000082516	1508	76	43	57	86	62	42
ENSG00000145041	1507	68	41	50	71	56	47
ENSG00000257923	1505	70	47	75	81	23	26
ENSG00000010322	1504	57	25	53	75	60	36
ENSG00000164715	1503	52	19	72	84	46	62
ENSG00000142185	1503	74	36	46	74	68	41
ENSG00000186566	1502	57	47	48	68	25	39
ENSG00000100852	1502	72	58	60	90	70	63
ENSG00000021826	1500	73	60	52	73	63	41
ENSG00000165240	1500	54	39	55	81	41	31
ENSG00000206190	1499	55	24	43	66	52	33
ENSG00000186174	1499	37	16	26	41	12	12
ENSG00000160007	1499	77	51	58	77	64	48
ENSG00000090615	1498	81	57	87	96	7	40
ENSG00000121101	1497	74	35	59	74	50	49
ENSG00000065618	1497	53	25	32	55	46	26
ENSG00000198837	1496	54	11	45	70	46	16
ENSG00000078269	1496	65	37	39	68	53	44
ENSG00000083223	1495	80	69	53	63	46	44
ENSG00000170471	1494	66	32	44	74	48	35
ENSG00000158352	1493	62	37	57	83	37	24
ENSG00000124574	1492	62	18	33	47	56	19
ENSG00000151276	1491	54	42	62	83	29	50
ENSG00000275832	1491	80	27	51	84	37	47
ENSG00000167258	1490	60	48	59	77	39	29
ENSG00000091157	1490	65	32	41	67	44	39
ENSG00000118200	1489	73	58	56	74	39	33
ENSG00000070814	1488	68	59	39	39	4	20
ENSG00000139219	1487	73	29	50	70	14	31
ENSG00000099954	1484	68	31	44	59	45	30
ENSG00000273079	1484	61	41	34	67	71	46
ENSG00000009954	1483	80	66	61	60	40	36
ENSG00000126838	1482	57	33	54	78	74	23
ENSG00000001626	1480	69	49	38	55	62	26
ENSG00000130508	1479	71	17	45	78	63	45
ENSG00000011028	1479	55	15	48	79	74	41
ENSG00000165219	1478	62	31	64	74	35	46
ENSG00000163820	1478	83	46	71	80	29	32
ENSG00000168071	1476	80	17	73	83	10	27
ENSG00000124789	1475	58	50	32	53	62	20
ENSG00000175899	1474	69	47	53	77	74	26
ENSG00000072071	1474	63	25	43	70	58	32
ENSG00000091592	1473	70	26	56	81	58	29
ENSG00000165684	1469	65	29	45	56	29	24
ENSG00000164080	1467	65	36	42	64	46	37
ENSG00000168542	1466	65	31	42	61	16	21
ENSG00000123191	1465	56	33	44	68	29	30
ENSG00000036448	1465	81	47	63	87	71	57
ENSG00000108821	1464	70	25	41	70	13	30
ENSG00000111647	1464	81	49	44	80	44	53
ENSG00000183454	1464	63	32	40	74	66	50
ENSG00000139218	1463	65	57	57	61	29	35
ENSG00000153246	1463	55	27	56	73	83	34
ENSG00000187535	1462	79	34	58	82	68	48
ENSG00000101868	1462	72	58	58	76	65	41
ENSG00000114857	1462	63	49	48	69	38	43
ENSG00000154783	1462	65	27	65	72	45	42
ENSG00000163125	1461	62	37	51	75	32	32
ENSG00000105227	1461	67	41	83	83	12	13
ENSG00000118322	1461	56	24	45	69	58	33
ENSG00000067141	1461	59	27	41	66	50	43
ENSG00000110274	1460	79	49	74	75	22	30
ENSG00000142235	1460	50	15	52	77	33	33
ENSG00000181827	1460	53	32	33	54	33	30
ENSG00000119778	1458	70	50	49	70	40	48
ENSG00000268043	1457	68	49	66	74	36	45
ENSG00000260314	1456	73	47	49	82	81	51
ENSG00000187391	1455	67	33	50	87	39	48
ENSG00000122483	1454	80	80	86	85	14	26
ENSG00000166535	1454	64	36	42	75	76	36
ENSG00000177675	1453	65	16	46	81	70	46
ENSG00000131951	1453	76	55	55	71	49	27
ENSG00000173482	1452	60	30	46	75	67	35
ENSG00000144554	1451	68	51	53	77	50	47
ENSG00000186635	1450	66	25	64	83	54	29
ENSG00000215910	1449	66	18	38	63	44	16
ENSG00000083642	1447	75	70	56	79	42	45
ENSG00000150471	1447	67	37	33	71	57	38
ENSG00000187323	1447	56	23	36	63	42	27
ENSG00000185920	1447	56	28	40	62	64	33
ENSG00000060656	1446	59	16	53	78	73	31
ENSG00000136205	1445	52	36	38	70	45	42
ENSG00000144724	1445	67	31	48	73	61	41
ENSG00000156535	1445	61	33	51	76	70	35
ENSG00000177992	1445	65	35	42	68	30	29
ENSG00000031081	1444	68	37	65	80	31	28
ENSG00000168137	1442	65	29	41	62	26	32
ENSG00000196090	1441	67	30	46	75	68	34
ENSG00000084676	1441	55	22	31	51	28	34
ENSG00000048649	1441	67	64	63	68	22	46
ENSG00000065060	1440	64	37	46	73	42	40
ENSG00000152894	1439	60	27	47	76	67	34
ENSG00000130779	1438	78	71	76	65	15	39
ENSG00000188649	1437	65	57	54	73	72	34
ENSG00000114770	1437	64	33	38	55	57	29
ENSG00000147548	1437	69	49	63	87	42	35
ENSG00000159753	1435	62	11	41	75	26	40
ENSG00000153339	1435	75	41	51	83	56	29
ENSG00000151687	1434	69	45	51	72	62	29
ENSG00000089250	1434	71	45	52	74	62	38
ENSG00000168781	1433	59	31	59	83	51	37
ENSG00000165392	1432	73	65	64	85	47	47
ENSG00000167971	1431	62	29	47	64	13	25
ENSG00000196730	1430	70	43	41	76	52	46
ENSG00000180263	1430	94	69	56	67	46	37
ENSG00000047188	1430	75	45	43	61	55	31
ENSG00000088812	1429	61	25	31	60	64	28
ENSG00000151458	1429	64	29	47	62	33	32
ENSG00000156931	1428	78	48	54	80	65	45
ENSG00000170160	1427	80	68	73	85	30	44
ENSG00000160323	1427	62	3	39	61	50	29
ENSG00000116128	1426	54	24	25	51	15	19
ENSG00000131697	1426	66	17	41	61	38	27
ENSG00000145246	1426	58	38	46	60	61	34
ENSG00000157077	1425	53	35	41	74	46	54
ENSG00000124151	1424	53	26	29	51	29	32
ENSG00000141298	1423	63	32	70	80	32	42
ENSG00000107036	1423	57	24	52	81	69	36
ENSG00000134775	1422	65	40	49	60	33	42
ENSG00000163872	1422	73	57	40	42	27	24
ENSG00000248905	1419	75	49	66	79	30	34
ENSG00000070366	1419	75	37	54	72	48	46
ENSG00000197299	1417	76	62	45	69	45	42
ENSG00000137831	1416	81	76	82	90	17	38
ENSG00000149527	1416	63	23	41	73	41	41
ENSG00000162804	1413	59	12	34	62	64	32
ENSG00000150527	1412	65	44	65	69	42	53
ENSG00000112851	1412	78	52	46	72	40	47
ENSG00000142621	1412	84	76	73	76	24	29
ENSG00000196663	1411	56	24	40	77	63	37
ENSG00000180357	1411	50	43	53	61	12	35
ENSG00000102189	1411	80	77	87	87	11	37
ENSG00000176406	1411	72	32	39	73	35	37
ENSG00000143442	1410	51	27	37	47	44	21
ENSG00000125844	1410	96	83	98	99	7	16
ENSG00000111077	1409	62	22	44	71	44	30
ENSG00000147724	1406	57	27	48	70	50	45
ENSG00000275342	1406	62	26	47	68	38	31
ENSG00000134376	1406	39	21	37	64	74	33
ENSG00000044459	1405	87	72	73	78	21	31
ENSG00000116690	1404	104	94	71	87	22	17
ENSG00000249437	1403	72	45	50	64	61	30
ENSG00000135315	1403	78	78	72	78	40	38
ENSG00000147050	1401	57	42	34	63	50	31
ENSG00000010292	1401	77	42	48	74	44	36
ENSG00000140323	1401	56	9	27	55	56	28
ENSG00000038358	1401	54	18	40	76	28	41
ENSG00000164078	1400	48	10	25	69	50	42
ENSG00000140386	1400	64	53	45	71	39	42
ENSG00000198932	1395	54	37	78	74	55	31
ENSG00000147082	1395	81	75	57	58	37	14
ENSG00000170871	1395	44	33	78	79	59	43
ENSG00000138095	1394	88	59	57	75	50	46
ENSG00000103932	1393	61	9	36	54	34	23
ENSG00000139697	1393	64	45	45	68	48	39
ENSG00000118873	1393	61	42	52	74	50	41
ENSG00000204624	1392	47	13	33	44	65	18
ENSG00000180777	1392	71	63	81	80	37	40
ENSG00000113569	1391	55	31	42	77	55	42
ENSG00000105976	1390	62	28	42	74	62	35
ENSG00000156802	1390	66	43	46	70	46	45
ENSG00000148606	1390	81	60	50	76	53	38
ENSG00000243978	1388	51	11	32	51	16	26
ENSG00000134318	1388	79	65	75	80	30	49
ENSG00000204291	1388	40	18	49	72	29	34
ENSG00000163808	1388	83	69	83	74	35	30
ENSG00000090924	1386	50	14	54	74	29	30
ENSG00000163214	1386	73	41	54	66	57	28
ENSG00000120278	1385	67	43	51	72	51	48
ENSG00000108797	1384	59	5	37	70	70	38
ENSG00000129116	1383	63	30	45	63	42	28
ENSG00000135048	1383	76	35	25	68	72	44
ENSG00000107581	1382	64	47	64	79	40	50
ENSG00000171105	1382	70	44	54	78	56	39
ENSG00000101004	1382	69	34	81	75	30	31
ENSG00000173706	1381	50	16	47	64	38	13
ENSG00000108582	1380	71	32	43	73	67	38
ENSG00000160949	1378	59	12	47	67	28	29
ENSG00000185008	1378	60	21	31	73	43	44
ENSG00000121741	1377	65	51	47	61	65	34
ENSG00000019144	1377	66	26	46	54	21	18
ENSG00000087303	1375	56	12	37	66	62	44
ENSG00000170242	1375	72	57	62	75	60	54
ENSG00000032444	1375	61	21	38	68	36	35
ENSG00000197442	1374	67	50	63	83	59	38
ENSG00000181409	1374	36	11	48	70	32	31
ENSG00000186648	1372	63	19	48	64	28	40
ENSG00000167676	1371	98	82	18	75	13	55
ENSG00000079691	1371	71	48	49	63	22	40
ENSG00000147130	1370	53	36	45	53	52	27
ENSG00000104728	1369	52	29	49	60	49	37
ENSG00000132938	1369	73	44	52	67	25	32
ENSG00000067248	1369	72	54	51	74	52	37
ENSG00000186638	1368	58	40	53	63	46	42
ENSG00000140443	1367	64	36	51	68	56	29
ENSG00000064932	1366	55	23	49	75	47	40
ENSG00000164692	1366	68	13	39	60	16	17
ENSG00000109685	1365	69	60	52	75	51	36
ENSG00000054690	1364	63	37	54	65	44	21
ENSG00000037280	1363	60	25	53	75	50	39
ENSG00000141867	1362	42	34	44	56	17	22
ENSG00000104880	1361	56	30	56	66	32	35
ENSG00000154310	1360	63	39	49	72	37	32
ENSG00000116062	1360	69	46	56	68	53	40
ENSG00000165757	1359	67	30	51	74	34	35
ENSG00000140798	1359	55	37	30	52	53	33
ENSG00000015520	1359	44	14	25	56	63	25
ENSG00000254656	1358	62	12	51	63	50	29
ENSG00000196455	1358	57	39	48	81	50	51
ENSG00000116147	1358	51	13	53	77	59	42
ENSG00000126777	1357	82	83	90	85	13	31
ENSG00000148498	1356	75	26	49	79	39	48
ENSG00000177728	1356	45	15	34	56	51	34
ENSG00000128052	1356	64	49	49	77	53	40
ENSG00000067900	1354	81	66	64	70	39	44
ENSG00000162104	1353	62	36	38	64	58	29
ENSG00000163618	1353	64	47	50	70	48	45
ENSG00000005700	1353	71	48	38	69	57	43
ENSG00000103404	1352	67	34	28	50	31	28
ENSG00000107104	1352	58	38	47	66	21	35
ENSG00000166436	1351	54	32	48	64	31	17
ENSG00000080854	1349	49	16	44	59	44	20
ENSG00000090975	1349	62	25	37	68	56	40
ENSG00000182348	1349	62	56	46	65	42	34
ENSG00000157741	1347	57	37	37	44	22	19
ENSG00000183878	1347	57	41	30	70	53	33
ENSG00000102290	1347	48	32	41	68	43	44
ENSG00000163531	1347	57	27	45	65	50	41
ENSG00000183248	1346	27	5	16	22	7	9
ENSG00000118156	1346	61	33	43	73	30	33
ENSG00000166813	1343	75	27	68	70	21	23
ENSG00000197283	1343	53	27	41	57	36	28
ENSG00000065361	1342	54	28	39	67	53	29
ENSG00000157796	1342	76	62	44	81	59	47
ENSG00000099290	1341	63	50	64	76	48	50
ENSG00000071909	1341	65	41	50	74	50	34
ENSG00000100813	1341	62	52	56	62	9	24
ENSG00000172661	1341	61	51	64	76	50	49
ENSG00000148219	1339	60	25	52	60	52	31
ENSG00000185950	1338	44	8	20	46	31	25
ENSG00000020181	1338	45	10	35	47	49	17
ENSG00000102755	1338	72	64	35	62	57	37
ENSG00000138356	1338	67	42	53	69	52	33
ENSG00000178921	1338	56	13	48	79	39	40
ENSG00000149177	1337	56	32	46	79	59	41
ENSG00000121892	1337	72	58	56	78	39	42
ENSG00000125089	1336	57	18	39	65	46	31
ENSG00000105464	1336	50	12	27	59	46	32
ENSG00000136709	1336	51	24	32	54	44	32
ENSG00000138834	1336	56	26	51	62	38	40
ENSG00000147255	1336	48	17	40	65	59	29
ENSG00000141564	1335	58	24	25	68	51	41
ENSG00000167566	1334	47	23	40	60	13	24
ENSG00000158125	1333	52	42	49	69	62	34
ENSG00000115904	1333	74	39	63	69	55	29
ENSG00000141503	1332	60	36	32	67	38	40
ENSG00000100485	1332	72	41	55	66	57	36
ENSG00000070061	1332	59	43	52	71	60	41
ENSG00000172349	1332	69	39	49	69	19	28
ENSG00000174469	1331	60	28	30	68	66	46
ENSG00000113971	1330	64	42	47	62	58	35
ENSG00000132382	1328	70	39	43	54	32	28
ENSG00000140525	1328	79	53	46	68	48	30
ENSG00000122482	1327	67	60	48	68	48	40
ENSG00000173273	1327	59	37	41	64	28	34
ENSG00000164989	1326	87	65	61	73	43	30
ENSG00000125257	1325	69	39	35	49	55	25
ENSG00000163867	1325	68	56	43	57	51	25
ENSG00000103449	1324	48	29	39	52	29	19
ENSG00000184313	1323	54	25	49	67	33	21
ENSG00000115687	1323	51	15	54	72	36	47
ENSG00000040199	1323	46	20	35	64	33	36
ENSG00000158636	1322	62	47	28	34	10	12
ENSG00000150627	1322	63	36	32	74	77	50
ENSG00000008294	1321	67	49	51	62	37	39
ENSG00000152990	1321	55	22	29	50	58	28
ENSG00000160584	1321	49	20	29	52	35	28
ENSG00000130287	1321	40	9	57	66	41	30
ENSG00000073734	1321	64	34	32	44	60	26
ENSG00000146216	1321	58	18	47	58	22	30
ENSG00000169184	1320	34	14	26	58	29	27
ENSG00000168026	1320	70	55	54	71	43	31
ENSG00000138347	1320	57	30	53	69	40	26
ENSG00000069869	1319	60	37	45	62	58	41
ENSG00000177398	1318	43	13	48	65	53	25
ENSG00000130653	1317	69	32	38	63	40	34
ENSG00000089177	1317	73	64	63	74	35	37
ENSG00000123607	1316	65	45	67	80	54	44
ENSG00000103494	1315	64	44	64	72	33	40
ENSG00000163482	1315	47	15	40	58	41	24
ENSG00000275066	1314	54	48	42	64	34	35
ENSG00000164068	1314	54	20	43	65	52	32
ENSG00000204842	1313	39	19	25	30	26	12
ENSG00000102313	1313	51	22	32	56	40	18
ENSG00000113522	1312	73	67	76	73	30	46
ENSG00000054267	1312	58	61	62	64	23	39
ENSG00000126461	1312	44	29	22	47	8	30
ENSG00000198795	1311	62	50	48	64	46	36
ENSG00000178950	1311	60	26	42	65	60	41
ENSG00000155966	1311	55	41	42	55	30	25
ENSG00000074276	1310	47	10	39	74	50	51
ENSG00000099308	1309	53	16	40	57	42	35
ENSG00000132361	1309	69	29	51	70	50	35
ENSG00000173040	1308	67	36	55	59	37	20
ENSG00000152910	1308	56	23	39	70	66	36
ENSG00000178568	1308	59	31	37	73	59	48
ENSG00000159640	1306	54	25	41	68	60	39
ENSG00000081237	1306	59	44	44	61	50	37
ENSG00000091129	1304	53	37	51	61	56	34
ENSG00000115524	1304	59	41	41	60	42	42
ENSG00000130749	1303	41	27	25	57	27	39
ENSG00000130939	1302	64	29	40	48	48	28
ENSG00000128849	1302	76	60	65	69	14	38
ENSG00000152591	1301	28	23	31	30	3	27
ENSG00000074657	1301	72	62	37	47	37	27
ENSG00000256463	1300	45	29	34	46	26	21
ENSG00000170322	1299	54	33	31	44	25	25
ENSG00000120332	1299	56	34	58	80	42	53
ENSG00000204120	1299	46	30	46	53	40	28
ENSG00000136111	1298	63	38	50	66	33	31
ENSG00000181090	1298	60	29	45	56	30	49
ENSG00000110497	1298	58	2	49	64	35	24
ENSG00000027644	1297	60	14	48	65	49	29
ENSG00000168658	1294	74	53	57	79	52	43
