ensg	uniprot	length	mw_da	gravy	pI	n_tm	has_signal	n_tryptic_7_30	mature_start	mature_end	mature_length	n_glyco_sites	n_mod_res	n_disulfide	n_lipid_sites	n_glyco_sites_observed	n_mod_res_observed	n_disulfide_observed	n_lipid_sites_observed	has_propeptide	pe_level	cysteine_fraction	charged_fraction	proline_fraction	glycine_fraction	aromatic_fraction	n_glyco_motif_count	low_complexity_fraction	disorder_fraction_proxy	pest_score_max	pest_score_sum	n_pest_regions	pest_fraction	is_secreted	is_ecm	is_membrane	is_nuclear	is_chromatin	is_cytoplasmic	is_mitochondrial	is_er_golgi	is_lysosome	is_peroxisome	is_endosome	is_vesicle	is_lipid_droplet	is_cytoskeleton	is_projection	n_compartments	is_multilocal	topo_multipass	topo_single_type1	topo_single_type2	topo_single_other	topo_peripheral	topo_lipid_anchor	topo_extracellular_aa	topo_cytoplasmic_aa	loc_n_clauses	loc_n_observed	loc_go_n_terms	loc_source	tryptic_per_kda	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio	is_in_complex	n_complexes	complex_size_mean	complex_size_max	in_large_complex	n_conserved_mirna_sites	n_mirna_families	uorf_count	uorf_max_length_aa	uorf_mean_length_aa	uorf_mean_phastcon	has_uorf	rbp_n_binding_rbps	rbp_hur_binding	rbp_hnrnp_binding	rbp_pumilio_binding	rbp_destab_binding	mirna_site_density	pa_n_peptides	pa_n_proteotypic	pa_observed	frac_measured	n_obs	median_log_abundance	log_len	log_pa	log_tryptic
ENSG00000198626	Q92736	4967	564567	-0.3243	5.98	6	0	266	1	4967	4967	0	8	0	0	0	2	0	0	0	1	0.0181195892893094	0.2546808938997382	0.0380511375075498	0.0614052748137708	0.090396617676666	19	0.0022231204527081	0.3111470766740846	0.1233333333333333	1.2860805794652543	43	0.121199919468492	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	14	cc	0.4712	12.0	16583.0	105.0	46.29439787734427	0.5601638555119566	1.0	338.0	1341.0	14901.0	81.65680473372781	38.18046234153616	0.0899939601369035	1.0	1.0	1.0	1.0	0.0	12.0	11.0	0.0				0.0	148.0	1.0	1.0	1.0	0.0	8.94854586129754	524.0	462.0	1	1.0	3.0	0.250420002308894	3.6960941599952233	2.720159303405957	2.424881636631067
ENSG00000103657	Q15751	4861	532228	-0.2614	5.93	0	0	204	1	4861	4861	0	0	0	0	0	14	0	0	0	1	0.0248919975313721	0.2141534663649454	0.0481382431598436	0.0771446204484674	0.0596585064801481	32	0.0004130524576621	0.1573289228860864	0.1028571428571428	1.389592847125355	41	0.1273400534869368	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	4	0	4	cc	0.3833	17.0	15197.0	78.0	47.07508060801474	0.5264292655593144	0.75	148.0	463.0	14583.0	62.83783783783784	32.82937365010799	0.0317492971267914	1.0	3.0	2.333333333333333	3.0	0.0	0.0	0.0	3.0	35.0	21.0	0.9285	1.0	165.0	1.0	1.0	1.0	0.0	0.0	508.0	503.0	1	1.0	1.0	-0.4634415574284699	3.686725621074542	2.7067177823367587	2.3096301674258988
ENSG00000115760	Q9NR09	4857	530269	-0.1382	5.95	0	0	186	1	4857	4857	0	2	0	0	0	8	0	0	0	1	0.0226477249330862	0.1927115503397158	0.0555898702903026	0.0570310891496808	0.0545604282478896	28	0.0033071517155849	0.1388371611835299	0.0863333333333333	1.2326520165421098	37	0.1138562898908791	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	11	6	12	cc	0.3508	19.0	15687.0	74.0	43.09938165359852	0.4952099114879144	0.25	139.0	974.0	14571.0	72.66187050359713	31.21149897330596	0.0668451032873515	0.0	0.0			0.0	17.0	15.0	1.0	18.0	18.0	0.9996	1.0	167.0	1.0	1.0	1.0	0.0	17.453798767967147	874.0	867.0	1	1.0	10.0	0.0606978403536116	3.6863681034730362	2.942008053022313	2.2695129442179165
ENSG00000128731	O95714	4834	527228	-0.1862	6.22	0	0	222	1	4834	4834	0	2	0	0	0	9	0	0	0	1	0.0239966901117087	0.2223831195697145	0.0484071162598262	0.0819197352089367	0.0606123293338849	12	0.0	0.1808731808731808	0.105	1.057815362750549	45	0.1402565163425734	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	0	6	cc	0.4211	34.0	15364.0	93.0	53.31293933871388	0.5932056796176222	0.5	136.0	723.0	14502.0	77.20588235294117	40.94052558782849	0.0498551923872569	1.0	1.0	4.0	4.0	0.0	4.0	4.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0	5.532503457814661	531.0	181.0	1	1.0	9.0	-0.2790142558462609	3.6843066460716316	2.7259116322950483	2.346352974450639
ENSG00000179532	Q96M86	4753	533644	-0.167	6.7	0	0	195	1	4753	4753	0	0	0	0	0	0	0	0	0	1	0.0227224910582789	0.196717862402693	0.0673258994319377	0.0498632442667788	0.0671155059962129	9	0.003168567807351	0.1245506449566504	0.1091176470588235	1.1736294799971272	41	0.1279192089206816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	5	cc	0.3654	19.0	14876.0	43.0	56.21134713632697	0.6218521105897499	0.375	580.0	34.0	14259.0	58.27586206896552	41.17647058823529	0.0023844589382144	0.0	0.0			0.0	0.0	0.0	0.0				0.0	163.0	1.0	1.0	1.0	0.0	0.0	45.0	38.0	1				3.6769678142947586	1.662757831681574	2.290034611362518
ENSG00000159433	Q9P2P6	4700	516343	-0.6666	6.27	0	0	223	1	4700	4700	0	1	0	0	0	0	0	0	0	1	0.0217021276595744	0.2314893617021276	0.0753191489361702	0.0595744680851063	0.05	24	0.0	0.2305389221556886	0.1042307692307692	2.1800148198221967	64	0.2114893617021276	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	4	2	3	cc	0.4319	12.0	15637.0	33.0	51.710686193003774	0.600456787660277	0.375	110.0	1424.0	14100.0	72.72727272727273	46.98033707865169	0.1009929078014184	0.0	0.0			0.0	4.0	4.0	0.0				0.0	157.0	1.0	1.0	1.0	0.0	2.808988764044944	25.0	7.0	1	0.25	8.0	-1.6575773191777938	3.6720978579357175	1.414973347970818	2.3483048630481607
ENSG00000178209	Q15149	4684	531791	-0.665	5.76	0	0	291	1	4684	4684	0	12	0	0	0	39	0	0	0	1	0.0074722459436379	0.3161827497865072	0.0309564474807856	0.0499573014517506	0.0478223740392826	8	0.0094319399785637	0.5502145922746781	0.0714285714285714	1.0066033002944768	39	0.1221178479931682	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	4	2	17	cc	0.5472	19.0	14804.0	32.0	66.81302350716022	0.7157607661341437	0.5625	136.0	1024.0	13641.0	72.05882352941177	64.84375	0.0750678102778388	0.0	0.0			0.0	8.0	7.0	0.0				0.0	167.0	1.0	1.0	1.0	0.0	7.8125	5730.0	5378.0	1	1.0	10.0	1.9637878273455556	3.6706168864003255	3.7582304084577496	2.4638929889859074
ENSG00000081479	P98164	4655	521958	-0.4805	4.68	1	1	204	26	4655	4630	40	6	123	0	0	0	3	0	0	1	0.0706263498920086	0.2287257019438445	0.0494600431965442	0.0723542116630669	0.0920086393088552	41	0.0	0.2099435518888406	0.1042307692307692	1.2775435290058057	49	0.1559395248380129	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	8	1	15	cc	0.3908	9.0	15657.0	79.0	45.89640416427157	0.5755667897048116	0.6875	135.0	1554.0	13965.0	69.62962962962963	35.585585585585584	0.1112781954887218	0.0	0.0			0.0	11.0	10.0	0.0				0.0	6.0	1.0	1.0	0.0	0.0	7.078507078507078	785.0	781.0	1	1.0	1.0	0.0374264979406236	3.6679196853173615	2.895422546039408	2.3096301674258988
ENSG00000197102	Q14204	4646	532408	-0.341	6.34	0	0	255	2	4646	4645	0	1	0	0	0	8	0	0	0	1	0.0103336921420882	0.2628632938643703	0.040043057050592	0.0460710441334768	0.0824542518837459	9	0.0	0.3280675178532785	0.0866666666666666	0.9314484486102133	34	0.1003229278794402	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	13	cc	0.479	69.0	19940.0	78.0	52.14142427281846	0.6113748957591533	0.6875	119.0	5880.0	13938.0	68.0672268907563	53.74149659863946	0.4218682737839001	1.0	3.0	13.0	30.0	1.0	1.0	1.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0	0.1700680272108843	4385.0	4362.0	1	1.0	9.0	1.6009728956867482	3.6670792054642165	3.642068627341504	2.406540180433955
ENSG00000039139	Q8TE73	4624	529021	-0.2713	5.95	0	0	241	1	4624	4624	0	0	0	0	0	0	0	0	0	1	0.0144896193771626	0.2554065743944637	0.0378460207612456	0.0464965397923875	0.088235294117647	23	0.0002171552660152	0.2797826086956522	0.0703846153846153	0.7028510917187386	28	0.0871539792387543	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	1	1	6	cc	0.4556	14.0	15781.0	79.0	43.8248526709334	0.5651812445055373	0.5	250.0	1656.0	13872.0	43.6	32.48792270531401	0.1193771626297577	1.0	1.0	4.0	4.0	0.0	1.0	1.0	0.0				0.0	8.0	1.0	0.0	0.0	0.0	0.6038647342995169	280.0	247.0	1	1.0	1.0	-1.6777807052660807	3.665017825412473	2.44870631990508	2.3820170425748683
ENSG00000168702	Q9NZR2	4599	515498	-0.4989	4.92	1	1	210	21	4599	4579	46	0	137	0	0	0	0	0	0	1	0.0753439615636601	0.2428477833588119	0.0401834461672854	0.0775278445075344	0.0836427167503821	47	0.0	0.2572996706915477	0.0683333333333333	0.9168171730230554	42	0.1321249181043896	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	cc	0.4074	6.0	15850.0	91.0	41.96214511041009	0.5429813875204369	0.0625	176.0	1763.0	13908.0	56.81818181818182	31.877481565513328	0.1267615760713258	0.0	0.0			0.0	26.0	22.0	0.0				0.0	14.0	1.0	0.0	0.0	0.0	14.74758933635848	210.0	176.0	1	0.0	1.0	-0.9913998282380824	3.6626634095740376	2.3242824552976926	2.322219294733919
ENSG00000083857	Q14517	4588	506273	-0.3028	4.6	1	1	175	22	4588	4567	20	0	16	0	2	0	0	0	0	1	0.013137727173199	0.2246551346617035	0.0556163783665425	0.0593387343989489	0.0799211736369608	29	0.0	0.1582654633502091	0.105	1.3932099470017425	50	0.1607181957521349	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	3	8	cc	0.3457	16.0	14776.0	27.0	46.29128316188414	0.5579082029021343	0.875	211.0	798.0	13764.0	76.30331753554502	36.71679197994988	0.0579773321708805	0.0	0.0			0.0	5.0	5.0	43.0	78.0	39.53488372093023	0.3226651162790697	1.0	158.0	1.0	1.0	1.0	0.0	6.265664160401002	559.0	549.0	1	1.0	9.0	-0.8996294548824371	3.66162340922923	2.7481880270062002	2.2430380486862944
ENSG00000151835	Q9NZJ4	4579	521126	-0.2414	7.04	0	0	252	1	4579	4579	0	3	0	0	0	4	0	0	0	1	0.021838829438742	0.2428477833588119	0.0513212491810438	0.0430224939943219	0.0921598602314915	26	0.0	0.2274423710208562	0.0688888888888888	1.0752637835161056	44	0.1375846254640751	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	6	cc	0.4836	25.0	15635.0	10.0	38.56092101055325	0.4944073400546058	0.8125	589.0	1306.0	13737.0	44.65195246179966	31.16385911179173	0.0950717041566572	0.0	0.0			0.0	9.0	9.0	5.0	24.0	21.6	0.14316	1.0	149.0	1.0	1.0	1.0	0.0	6.891271056661561	464.0	457.0	1	1.0	10.0	-0.6055483191737837	3.660770643527697	2.667452952889954	2.401400540781544
ENSG00000084674	P04114	4563	515545	-0.3055	7.02	0	1	248	28	4563	4536	8	0	0	0	11	4	8	1	0	1	0.0055114638447971	0.2279541446208113	0.0368165784832451	0.0454144620811287	0.0910493827160493	19	0.0	0.1753102836879432	0.0683333333333333	1.2288843347055425	49	0.152336860670194	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	3	3	24	cc	0.481	9.0	14121.0	29.0	43.51674810565824	0.5583972497625889	0.8125	128.0	301.0	13689.0	76.5625	37.87375415282392	0.0219884578858937	1.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0				0.0	116.0	0.0	1.0	0.0	0.0	3.3222591362126246	4310.0	4297.0	1				3.659250468772661	3.634578022853888	2.3944516808262164
ENSG00000165323	Q8TDW7	4557	501978	-0.2284	4.47	1	1	174	33	4557	4525	26	1	13	0	0	0	0	0	0	1	0.012817679558011	0.2185635359116022	0.0521546961325966	0.0638674033149171	0.0828729281767955	32	0.0	0.1406354143523661	0.0534615384615384	1.2061139095196838	55	0.181878453038674	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	cc	0.3466	6.0	19504.0	28.0	45.488105004101726	0.5885510427412703	0.6875	374.0	5360.0	13767.0	72.19251336898395	37.38805970149254	0.3893368199317207	0.0	0.0			0.0	37.0	32.0	0.0				0.0	7.0	1.0	0.0	0.0	0.0	6.902985074626865	117.0	109.0	1				3.6586790285824486	2.0718820073061255	2.2405492482826
ENSG00000123384	Q07954	4544	504606	-0.5217	5.02	1	1	221	20	4544	4525	36	4	159	0	16	2	0	0	0	1	0.0731491712707182	0.238232044198895	0.0501657458563535	0.0830939226519337	0.0775690607734806	53	0.0	0.2437236169740057	0.0873076923076923	1.2760354260462616	48	0.1591160220994475	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	5	1	0	1	0	0	0	0	0	0	13	3	15	cc	0.438	16.0	14923.0	89.0	60.07505193325738	0.7110384166263816	0.6875	482.0	806.0	13632.0	65.56016597510373	56.82382133995038	0.05912558685446	1.0	5.0	2.4	3.0	0.0	4.0	4.0	21.0	69.0	45.523809523809526	0.9057666666666668	1.0	126.0	0.0	1.0	1.0	0.0	4.962779156327543	1532.0	1490.0	1	1.0	6.0	0.534026106056135	3.6574383227029625	3.185542154854375	2.3443922736851106
ENSG00000105877	Q96DT5	4516	520369	-0.2204	6.4	0	0	238	1	4516	4516	0	0	0	0	0	0	0	0	0	1	0.0161647475642161	0.2544286979627989	0.0391939769707705	0.0407440212577502	0.0980956598759964	16	0.0011118523460084	0.2989759572573464	0.0703846153846153	0.684506026567172	31	0.095659875996457	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	2	2	6	cc	0.4574	13.0	14343.0	82.0	44.89297915359408	0.5510473205943531	0.4375	207.0	585.0	13548.0	71.01449275362319	41.53846153846154	0.0431798051372896	0.0	0.0			0.0	0.0	0.0	0.0				0.0	18.0	1.0	1.0	0.0	0.0	0.0	136.0	98.0	1				3.6547539332529304	2.1367205671564067	2.376576957056512
ENSG00000169876	Q685J3	4493	451741	-0.2108	3.74	1	1	32	26	4493	4468	13	0	3	0	0	0	0	0	0	1	0.0051477170993733	0.1034019695613249	0.1085496866606983	0.0362578334825425	0.0181289167412712	19	0.0013486176668914	0.0137263726372637	0.0716666666666666	0.6430688798763955	22	0.1038495971351835	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	cc	0.0708	4.0	14352.0	13.0	49.177814938684506	0.5762827690028977	0.125	55.0	815.0	13479.0	61.81818181818181	44.29447852760736	0.0604644261443727	0.0	0.0			0.0	0.0	0.0	0.0				0.0	2.0	0.0	0.0	0.0	0.0	0.0	18.0	18.0	1				3.6525364185930256	1.2787536009528289	1.505149978319906
ENSG00000124721	Q96JB1	4490	514664	-0.2356	6.25	0	0	243	1	4490	4490	0	0	0	0	0	1	0	0	0	1	0.0142538975501113	0.2510022271714922	0.0394209354120267	0.0461024498886414	0.0930957683741648	22	0.0	0.2711598746081505	0.105	1.1108753520301509	40	0.1216035634743875	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	4	1	7	cc	0.4722	5.0	14663.0	93.0	40.89204119211621	0.5200202431312803	0.75	139.0	400.0	14121.0	71.94244604316546	34.25	0.0283266057644642	0.0	0.0			0.0	0.0	0.0	0.0				0.0	123.0	1.0	1.0	1.0	0.0	0.0	471.0	432.0	1				3.6522463410033232	2.673941998634088	2.385606273598312
ENSG00000007174	Q9NYC9	4486	511877	-0.2663	5.73	0	0	239	1	4486	4486	0	0	0	0	0	0	0	0	0	1	0.0158270173874275	0.2472135532768613	0.0472581364244315	0.0468123049487293	0.0907267053053945	18	0.0	0.2597489914836396	0.0683333333333333	0.8103960239966432	28	0.0867142220240749	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	3	3	9	cc	0.4669	16.0	13711.0	69.0	51.89993435927358	0.6376536706138035	0.5625	29.0	221.0	13458.0	72.41379310344827	47.963800904977376	0.0164214593550304	1.0	1.0	4.0	4.0	0.0	1.0	1.0	0.0				0.0	13.0	1.0	1.0	0.0	0.0	4.524886877828054	214.0	172.0	1	1.0	1.0	-2.0	3.651859269246949	2.3324384599156054	2.3783979009481375
ENSG00000197653	Q8IVF4	4471	514841	-0.2622	5.66	0	0	248	1	4471	4471	0	0	0	0	1	0	0	0	0	1	0.0125251621561172	0.2663833594274211	0.0389174681279355	0.0489823305748154	0.0914784164616416	22	0.0	0.3409039802113784	0.105	0.8697574337427276	38	0.1214493401923507	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	4	cc	0.4817	12.0	14039.0	79.0	49.17016881544269	0.6115252377752206	0.9375	36.0	233.0	13767.0	83.33333333333334	37.76824034334764	0.016924529672405	0.0	0.0			0.0	0.0	0.0	0.0				0.0	36.0	1.0	1.0	1.0	0.0	0.0	318.0	86.0	1	1.0	1.0	-1.769551078621726	3.6504046698680317	2.503790683057181	2.3944516808262164
ENSG00000187775	Q9UFH2	4462	509313	-0.1935	5.43	0	0	253	1	4462	4462	0	0	0	0	0	0	0	0	0	1	0.0147915732855221	0.2568354997758852	0.0421335723890632	0.0441506051098162	0.0923352756611385	24	0.0	0.2933753943217665	0.0703846153846153	1.0607530591183845	36	0.110712684894666	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	2	2	9	cc	0.4967	10.0	13725.0	81.0	55.46083788706739	0.7061235027764401	0.375	127.0	209.0	13386.0	51.181102362204726	53.11004784688996	0.01561332735694	0.0	0.0			0.0	3.0	3.0	0.0				0.0	141.0	1.0	1.0	1.0	0.0	14.354066985645934	478.0	431.0	1	0.0	1.0	-0.3914739664228058	3.649529565947819	2.680335513414563	2.403120521175818
ENSG00000183914	Q9P225	4427	507698	-0.2736	6.31	0	0	228	1	4427	4427	0	0	0	0	0	0	0	0	0	1	0.0135531962954596	0.2473458323921391	0.0433702281454709	0.0478879602439575	0.0908064151795798	15	0.0	0.2784465137406314	0.0534615384615384	0.559369213125607	27	0.0874181161057149	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	2	1	8	cc	0.4491	6.0	14563.0	86.0	53.84879489116253	0.666810151976373	0.5625	1070.0	209.0	13281.0	52.89719626168225	51.19617224880383	0.0157367668097281	0.0	0.0			0.0	0.0	0.0	0.0				0.0	10.0	1.0	1.0	0.0	0.0	0.0	332.0	314.0	1	0.0	1.0	-2.096910013008056	3.6461095219788477	2.5224442335063197	2.357934847000454
ENSG00000142798	P98160	4391	468830	-0.3019	6.47	0	1	171	22	4391	4370	9	0	57	0	9	0	1	0	0	1	0.043020594965675	0.168649885583524	0.0805491990846681	0.1004576659038901	0.0585812356979405	10	0.0	0.0664979291302347	0.0866666666666666	1.1709592041944985	47	0.1510297482837528	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	1	13	cc	0.3647	18.0	14341.0	97.0	64.5213025590963	0.6915124132267746	1.0	93.0	1072.0	13173.0	86.02150537634408	61.84701492537313	0.0813785773931526	1.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0				0.0	168.0	1.0	1.0	1.0	0.0	1.8656716417910448	3594.0	3589.0	1	1.0	9.0	1.7427251313046983	3.642563437104388	3.555698894718901	2.2329961103921536
ENSG00000048707	Q5THJ4	4388	491916	-0.3116	6.56	0	0	223	1	4388	4388	0	0	0	0	0	17	0	0	0	1	0.0150410209662716	0.2306289881494986	0.0549225159525979	0.0583409298085688	0.0797629899726526	37	0.0	0.1991292392300641	0.105	1.5867311340190595	49	0.1670464904284412	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	go	0.4533	24.0	16357.0	70.0	46.87901204377331	0.5582936814323857	0.5625	167.0	3023.0	13164.0	58.68263473053892	46.04697320542508	0.2296414463688848	0.0	0.0			0.0	8.0	7.0	9.0	11.0	10.22222222222222	0.8684666666666667	1.0	166.0	1.0	1.0	1.0	0.0	2.6463777704267284	442.0	437.0	1				3.6422666189026733	2.6464037262230695	2.3483048630481607
ENSG00000151150	Q12955	4377	480410	-0.6499	6.46	0	0	220	1	4377	4377	0	17	0	0	0	8	0	0	0	1	0.0091386794608179	0.2631939684715558	0.0625999543066027	0.0525474068997029	0.0484350011423349	25	0.0043597980725103	0.359522168619343	0.1211538461538461	1.979528106339252	49	0.1759195796207448	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0	11	2	22	cc	0.4579	35.0	17019.0	44.0	42.82272753980845	0.5393912365037001	0.6875	337.0	3548.0	13131.0	45.103857566765576	35.62570462232244	0.2702002893915162	1.0	1.0	3.0	3.0	0.0	40.0	34.0	0.0				0.0	126.0	1.0	1.0	1.0	0.0	11.273957158962796	857.0	764.0	1	1.0	8.0	0.2068258760318497	3.641176546613114	2.9334872878487053	2.342422680822206
ENSG00000086758	Q7Z6Z7	4374	481891	-0.3888	4.87	0	0	180	1	4374	4374	0	5	0	0	0	48	0	0	0	1	0.0157750342935528	0.2370827617741198	0.0553269318701417	0.0550983081847279	0.0507544581618655	23	0.0158438576349024	0.2105747126436781	0.0873076923076923	1.1205738545080657	31	0.1090534979423868	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	5	4	12	cc	0.3735	22.0	14731.0	84.0	50.70938836467314	0.5788843159214334	0.625	393.0	1213.0	13122.0	64.3765903307888	42.7040395713108	0.0924401768023167	1.0	1.0	3.0	3.0	0.0	2.0	2.0	223.0	67.0	31.838565022421523	0.8793058295964126	1.0	168.0	1.0	1.0	1.0	0.0	1.6488046166529264	2068.0	2055.0	1	1.0	10.0	1.2068258760318498	3.640878778701618	3.3157604906657347	2.255272505103306
ENSG00000086570	Q9NYQ8	4349	479317	-0.2592	4.78	1	1	180	19	4349	4331	37	0	7	0	1	0	0	0	0	1	0.0120064650196259	0.2057261602401293	0.0641884091433849	0.0655737704918032	0.079427383975987	41	0.0	0.0928720687253308	0.0683333333333333	0.9575610321051498	41	0.1373816670514892	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	2	5	cc	0.3755	2.0	14710.0	24.0	52.97076818490822	0.6198042358826539	0.625	187.0	1473.0	13047.0	66.31016042780749	54.650373387644265	0.1128995171303748	0.0	0.0			0.0	9.0	8.0	0.0				0.0	29.0	0.0	1.0	0.0	0.0	6.109979633401221	282.0	276.0	1	1.0	1.0	-1.585026652029182	3.638389407665336	2.45178643552429	2.255272505103306
ENSG00000187240	Q8NCM8	4307	492622	-0.327	6.5	0	0	233	1	4307	4307	0	0	0	0	0	0	0	0	0	1	0.0141629904806129	0.2530763872765266	0.036916647318319	0.049686556768052	0.086603204086371	19	0.0	0.2664020546346019	0.0534615384615384	0.3940116174674997	22	0.0740654748084513	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	5	1	0	0	0	0	1	0	0	0	6	1	13	cc	0.473	20.0	13683.0	89.0	38.34685376014032	0.477351753826137	0.8125	149.0	610.0	12921.0	60.40268456375839	25.245901639344265	0.0472099682687098	1.0	1.0	12.0	12.0	1.0	0.0	0.0	0.0				0.0	25.0	0.0	1.0	0.0	0.0	0.0	623.0	611.0	1	1.0	10.0	-0.8696662315049939	3.6341748717626	2.795184589682424	2.367355921026019
ENSG00000008710	P98161	4303	462529	0.0303	6.7	11	1	142	24	4303	4280	60	0	6	0	0	1	0	0	0	1	0.0221962616822429	0.1630841121495327	0.069626168224299	0.0822429906542056	0.0787383177570093	61	0.0	0.0608552631578947	0.0866666666666666	1.1909716117216116	35	0.1156542056074766	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	13	5	21	cc	0.307	40.0	14140.0	46.0	66.96605374823197	0.6873998623748163	0.5625	209.0	1019.0	12909.0	82.29665071770334	60.35328753680078	0.0789371756139127	1.0	6.0	4.666666666666667	11.0	1.0	6.0	5.0	0.0				0.0	166.0	1.0	1.0	1.0	0.0	5.888125613346419	76.0	75.0	1	0.625	8.0	-1.8860566476931635	3.6337713460825554	1.8864907251724818	2.1522883443830563
ENSG00000114841	Q9P2D7	4265	487498	-0.2676	5.6	0	0	222	1	4265	4265	0	0	0	0	0	0	0	0	0	1	0.0164126611957796	0.2405627198124267	0.0518171160609613	0.0466588511137162	0.0928487690504103	19	0.0	0.2518273991983022	0.0534615384615384	0.7828004938817632	35	0.1160609613130129	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	3	2	5	cc	0.4554	8.0	13105.0	78.0	56.74933231590996	0.7273930178850212	0.8125	261.0	46.0	12795.0	52.49042145593869	45.65217391304348	0.0035951543571707	0.0	0.0			0.0	0.0	0.0	0.0				0.0	139.0	1.0	1.0	1.0	0.0	0.0	290.0	281.0	1	0.8	10.0	-2.154901959985743	3.629919035503542	2.4638929889859074	2.346352974450639
ENSG00000205038	Q86WI1	4243	465734	-0.1101	6.02	1	1	156	21	4243	4223	6	0	0	0	0	0	0	0	0	1	0.019654274212645	0.1645749467203409	0.0490172862893677	0.0871418422922093	0.0949561922803694	55	0.0002378686964795	0.0302452964991664	0.0683333333333333	0.6860364325217263	36	0.1245560028415818	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	4	0	6	cc	0.335	7.0	19969.0	78.0	39.94691772246983	0.5207228599216672	0.375	120.0	7117.0	12729.0	67.5	36.36363636363637	0.5591169769816954	0.0	0.0			0.0	0.0	0.0	0.0				0.0	18.0	1.0	1.0	0.0	0.0	0.0	213.0	210.0	1	1.0	9.0	-1.2291479883578558	3.6276730317666157	2.330413773349191	2.1931245983544616
